Current V 0,Current V 1,Ship 1 arrival time,Ship 1 teu,Ship 1 waiting cost,Ship 2 arrival time,Ship 2 teu,Ship 2 waiting cost,Ship 3 arrival time,Ship 3 teu,Ship 3 waiting cost,Ship 4 arrival time,Ship 4 teu,Ship 4 waiting cost,Ship 5 arrival time,Ship 5 teu,Ship 5 waiting cost,U,V 0,V 1,X 0,X 1
2,5,0.63,2336,3489,2.05,2724,3697,3.07,2990,3737,3.47,2213,3687,0,0,0,3,2,5,7.820333333333333,6.721333333333333
2,5,0.63,2336,3489,2.05,2724,3697,3.07,2990,3737,3.83,1644,3922,0,0,0,3,2,5,7.820333333333333,7.643333333333333
2,5,0.63,2336,3489,2.05,2724,3697,3.07,2990,3737,4.38,1018,3490,0,0,0,3,6,1,7.820333333333333,8.327333333333332
6,1,0.63,2336,3489,2.05,2724,3697,3.07,2990,3737,4.59,2307,3501,0,0,0,3,6,1,8.173666666666666,11.063333333333333
6,1,0.63,2336,3489,2.05,2724,3697,3.07,2990,3737,4.89,2487,3438,0,0,0,0,5,2,8.975333333333332,11.063333333333333
5,2,2.05,2724,3697,3.07,2990,3737,4.89,2487,3438,5.14,1704,3150,0,0,0,3,2,5,9.949333333333332,9.6185
2,5,2.05,2724,3697,3.07,2990,3737,4.89,2487,3438,5.53,1136,3140,0,0,0,3,2,5,11.410333333333332,10.328499999999998
2,5,2.05,2724,3697,3.07,2990,3737,4.89,2487,3438,5.75,2594,3512,0,0,0,0,2,5,11.410333333333332,10.802499999999998
2,5,3.07,2990,3737,4.89,2487,3438,5.75,2594,3512,6.12,2441,4231,0,0,0,3,6,1,11.410333333333332,11.938499999999998
6,1,3.07,2990,3737,4.89,2487,3438,5.75,2594,3512,6.45,1896,3271,0,0,0,3,6,1,12.258666666666665,16.482499999999998
6,1,3.07,2990,3737,4.89,2487,3438,5.75,2594,3512,6.71,1186,4046,0,0,0,3,6,1,12.916999999999998,16.482499999999998
6,1,3.07,2990,3737,4.89,2487,3438,5.75,2594,3512,6.93,2715,3500,0,0,0,1,6,1,13.328666666666665,16.482499999999998
6,1,3.07,2990,3737,5.75,2594,3512,6.93,2715,3500,7.11,2549,3688,0,0,0,3,5,2,14.191999999999998,16.482499999999998
5,2,3.07,2990,3737,5.75,2594,3512,6.93,2715,3500,7.4,2376,3417,0,0,0,1,2,5,15.253999999999998,14.905583333333333
2,5,3.07,2990,3737,6.93,2715,3500,7.4,2376,3417,7.85,2984,3967,0,0,0,2,2,5,16.846999999999998,15.985583333333333
2,5,3.07,2990,3737,6.93,2715,3500,7.85,2984,3967,8.06,2202,3788,0,0,0,3,5,2,16.846999999999998,16.975583333333333
5,2,3.07,2990,3737,6.93,2715,3500,7.85,2984,3967,8.11,2046,3562,0,0,0,3,5,2,17.764999999999997,18.460583333333332
5,2,3.07,2990,3737,6.93,2715,3500,7.85,2984,3967,8.53,1200,3470,0,0,0,3,2,5,18.616999999999997,18.460583333333332
2,5,3.07,2990,3737,6.93,2715,3500,7.85,2984,3967,8.72,1880,3665,0,0,0,3,2,5,19.894999999999996,18.960583333333332
2,5,3.07,2990,3737,6.93,2715,3500,7.85,2984,3967,9.04,2924,3072,0,0,0,2,2,5,19.894999999999996,19.74458333333333
2,5,3.07,2990,3737,6.93,2715,3500,9.04,2924,3072,9.41,1327,3524,0,0,0,3,6,1,19.894999999999996,20.98858333333333
6,1,3.07,2990,3737,6.93,2715,3500,9.04,2924,3072,9.82,1212,3630,0,0,0,3,6,1,20.354999999999997,25.96458333333333
6,1,3.07,2990,3737,6.93,2715,3500,9.04,2924,3072,10.07,2973,3416,0,0,0,1,6,1,20.775,25.96458333333333
6,1,3.07,2990,3737,9.04,2924,3072,10.07,2973,3416,10.22,2877,3245,0,0,0,0,6,1,21.718333333333334,25.96458333333333
6,1,9.04,2924,3072,10.07,2973,3416,10.22,2877,3245,10.33,2795,3301,0,0,0,3,6,1,22.756666666666668,25.96458333333333
6,1,9.04,2924,3072,10.07,2973,3416,10.22,2877,3245,10.57,2183,3589,0,0,0,3,5,2,23.726666666666667,25.96458333333333
5,2,9.04,2924,3072,10.07,2973,3416,10.22,2877,3245,10.86,2170,3744,0,0,0,3,2,5,24.636666666666667,24.360625
2,5,9.04,2924,3072,10.07,2973,3416,10.22,2877,3245,10.97,1032,3523,0,0,0,3,2,5,26.001666666666665,25.264625
2,5,9.04,2924,3072,10.07,2973,3416,10.22,2877,3245,11.15,1359,3556,0,0,0,3,2,5,26.001666666666665,25.694625
2,5,9.04,2924,3072,10.07,2973,3416,10.22,2877,3245,11.67,1557,3796,0,0,0,3,5,2,26.001666666666665,26.260624999999997
5,2,9.04,2924,3072,10.07,2973,3416,10.22,2877,3245,12.1,2054,3227,0,0,0,3,5,2,26.649666666666665,27.109624999999998
5,2,9.04,2924,3072,10.07,2973,3416,10.22,2877,3245,12.24,2094,3442,0,0,0,3,2,5,27.505666666666666,27.109624999999998
2,5,9.04,2924,3072,10.07,2973,3416,10.22,2877,3245,12.44,1012,3855,0,0,0,3,3,4,28.789666666666665,27.981624999999998
3,4,9.04,2924,3072,10.07,2973,3416,10.22,2877,3245,12.68,1434,3976,0,0,0,3,5,2,28.229652777777776,28.509124999999997
5,2,9.04,2924,3072,10.07,2973,3416,10.22,2877,3245,13.11,1352,3726,0,0,0,3,5,2,28.827652777777775,29.036624999999997
5,2,9.04,2924,3072,10.07,2973,3416,10.22,2877,3245,13.29,1209,3560,0,0,0,3,2,5,29.391652777777775,29.036624999999997
2,5,9.04,2924,3072,10.07,2973,3416,10.22,2877,3245,0.0,0,0,0,0,0,1,3,4,30.237652777777775,29.540625
3,4,9.04,2924,3072,10.22,2877,3245,0.0,0,0,0.0,0,0,0,0,0,1,6,1,29.83731018518518,31.088124999999998
6,1,9.04,2924,3072,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,6,1,30.835643518518516,35.730624999999996
0,0,0.22,2413,3834,1.16,1265,3455,1.25,1161,3838,1.49,1334,3937,0,0,0,0,5,2,0.0,0.0
5,2,1.16,1265,3455,1.25,1161,3838,1.49,1334,3937,1.64,2138,4023,0,0,0,0,1,6,1.226,0.0
1,6,1.25,1161,3838,1.49,1334,3937,1.64,2138,4023,1.76,1303,3320,0,0,0,0,1,6,5.25,1.5999999999999999
1,6,1.49,1334,3937,1.64,2138,4023,1.76,1303,3320,1.99,1954,3705,0,0,0,0,1,6,5.25,2.003333333333333
1,6,1.64,2138,4023,1.76,1303,3320,1.99,1954,3705,2.24,1999,3498,0,0,0,1,1,6,5.25,2.4666666666666663
1,6,1.64,2138,4023,1.99,1954,3705,2.24,1999,3498,2.34,1966,3821,0,0,0,3,1,6,5.25,2.918333333333333
1,6,1.64,2138,4023,1.99,1954,3705,2.24,1999,3498,2.4,1249,3344,0,0,0,3,2,5,5.25,3.601666666666666
2,5,1.64,2138,4023,1.99,1954,3705,2.24,1999,3498,2.67,2454,3660,0,0,0,1,5,2,4.0841666666666665,4.121666666666666
5,2,1.64,2138,4023,2.24,1999,3498,2.67,2454,3660,2.79,1939,3746,0,0,0,3,5,2,4.898166666666667,4.901666666666666
5,2,1.64,2138,4023,2.24,1999,3498,2.67,2454,3660,3.01,1978,3467,0,0,0,0,1,6,5.706166666666666,4.901666666666666
1,6,2.24,1999,3498,2.67,2454,3660,3.01,1978,3467,3.45,1873,3302,0,0,0,3,1,6,8.938166666666667,5.643333333333333
1,6,2.24,1999,3498,2.67,2454,3660,3.01,1978,3467,3.62,1974,3445,0,0,0,2,1,6,8.938166666666667,6.293333333333333
1,6,2.24,1999,3498,2.67,2454,3660,3.62,1974,3445,3.77,1718,4132,0,0,0,3,2,5,8.938166666666667,6.9799999999999995
2,5,2.24,1999,3498,2.67,2454,3660,3.62,1974,3445,3.91,1736,4228,0,0,0,3,5,2,7.61575,7.696
5,2,2.24,1999,3498,2.67,2454,3660,3.62,1974,3445,4.21,2638,3564,0,0,0,0,5,2,8.33975,8.77
5,2,2.67,2454,3660,3.62,1974,3445,4.21,2638,3564,4.37,2871,3551,0,0,0,0,2,5,9.171750000000001,8.77
2,5,3.62,1974,3445,4.21,2638,3564,4.37,2871,3551,4.66,2838,3738,0,0,0,0,2,5,10.41975,9.792
2,5,4.21,2638,3564,4.37,2871,3551,4.66,2838,3738,4.85,2736,3581,0,0,0,0,5,2,10.41975,10.614
5,2,4.37,2871,3551,4.66,2838,3738,4.85,2736,3581,5.22,1642,3791,0,0,0,3,5,2,11.51975,11.847
5,2,4.37,2871,3551,4.66,2838,3738,4.85,2736,3581,5.62,2650,3480,0,0,0,1,2,5,12.20375,11.847
2,5,4.37,2871,3551,4.85,2736,3581,5.62,2650,3480,5.71,2687,3339,0,0,0,2,2,5,13.22975,13.029
2,5,4.37,2871,3551,4.85,2736,3581,5.71,2687,3339,5.81,2802,3503,0,0,0,1,6,1,13.22975,14.133
6,1,4.37,2871,3551,5.71,2687,3339,5.81,2802,3503,5.97,1042,3965,0,0,0,3,6,1,14.179749999999999,18.549
6,1,4.37,2871,3551,5.71,2687,3339,5.81,2802,3503,6.12,2223,3465,0,0,0,3,6,1,14.541416666666665,18.549
6,1,4.37,2871,3551,5.71,2687,3339,5.81,2802,3503,6.19,2067,3610,0,0,0,3,6,1,15.313083333333331,18.549
6,1,4.37,2871,3551,5.71,2687,3339,5.81,2802,3503,6.66,1477,3750,0,0,0,3,6,1,16.031416666666665,18.549
6,1,4.37,2871,3551,5.71,2687,3339,5.81,2802,3503,6.9,2904,3654,0,0,0,3,5,2,16.544749999999997,18.549
5,2,4.37,2871,3551,5.71,2687,3339,5.81,2802,3503,7.18,2530,3554,0,0,0,3,2,5,17.754749999999998,17.290208333333332
2,5,4.37,2871,3551,5.71,2687,3339,5.81,2802,3503,7.34,2576,3658,0,0,0,3,2,5,19.569749999999996,18.34420833333333
2,5,4.37,2871,3551,5.71,2687,3339,5.81,2802,3503,7.51,2123,3627,0,0,0,3,2,5,19.569749999999996,19.418208333333332
2,5,4.37,2871,3551,5.71,2687,3339,5.81,2802,3503,8.12,2205,3812,0,0,0,3,6,1,19.569749999999996,20.302208333333333
6,1,4.37,2871,3551,5.71,2687,3339,5.81,2802,3503,8.26,2399,3797,0,0,0,3,6,1,20.334749999999996,23.838208333333334
6,1,4.37,2871,3551,5.71,2687,3339,5.81,2802,3503,8.5,2184,3641,0,0,0,3,6,1,21.16808333333333,23.838208333333334
6,1,4.37,2871,3551,5.71,2687,3339,5.81,2802,3503,8.91,2845,3276,0,0,0,2,5,2,21.92641666666666,23.838208333333334
5,2,4.37,2871,3551,5.71,2687,3339,8.91,2845,3276,9.02,1918,3591,0,0,0,3,1,6,23.09441666666666,22.50314583333333
1,6,4.37,2871,3551,5.71,2687,3339,8.91,2845,3276,9.42,1742,3313,0,0,0,3,1,6,27.76641666666666,23.1698125
1,6,4.37,2871,3551,5.71,2687,3339,8.91,2845,3276,9.64,1311,3682,0,0,0,3,1,6,27.76641666666666,23.7748125
1,6,4.37,2871,3551,5.71,2687,3339,8.91,2845,3276,10.11,2222,3366,0,0,0,3,1,6,27.76641666666666,24.229812499999998
1,6,4.37,2871,3551,5.71,2687,3339,8.91,2845,3276,10.18,1515,3561,0,0,0,3,1,6,27.76641666666666,25.001479166666666
1,6,4.37,2871,3551,5.71,2687,3339,8.91,2845,3276,10.63,2722,3755,0,0,0,3,2,5,27.76641666666666,25.528145833333333
2,5,4.37,2871,3551,5.71,2687,3339,8.91,2845,3276,10.78,1042,3755,0,0,0,3,5,2,26.383947916666664,26.662145833333334
5,2,4.37,2871,3551,5.71,2687,3339,8.91,2845,3276,11.01,1406,3010,0,0,0,3,6,1,26.817947916666665,28.363145833333334
6,1,4.37,2871,3551,5.71,2687,3339,8.91,2845,3276,11.19,2453,4139,0,0,0,3,6,1,27.306281249999998,30.342343750000005
6,1,4.37,2871,3551,5.71,2687,3339,8.91,2845,3276,11.37,2322,3565,0,0,0,3,5,2,28.157947916666664,30.342343750000005
5,2,4.37,2871,3551,5.71,2687,3339,8.91,2845,3276,11.46,2009,3776,0,0,0,3,2,5,29.125947916666664,28.8243125
2,5,4.37,2871,3551,5.71,2687,3339,8.91,2845,3276,11.62,2762,3655,0,0,0,3,2,5,30.577947916666666,29.662312500000002
2,5,4.37,2871,3551,5.71,2687,3339,8.91,2845,3276,11.71,2166,3454,0,0,0,3,5,2,30.577947916666666,30.8123125
5,2,4.37,2871,3551,5.71,2687,3339,8.91,2845,3276,0.0,0,0,0,0,0,1,6,1,31.479947916666667,32.5373125
6,1,4.37,2871,3551,8.91,2845,3276,0.0,0,0,0.0,0,0,0,0,0,0,6,1,32.41328125,34.49667708333334
6,1,8.91,2845,3276,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,6,1,33.40994791666667,34.49667708333334
0,0,0.1,1370,3153,0.3,1208,3506,0.62,1943,3944,0.74,1549,3470,0,0,0,0,5,2,0.0,0.0
5,2,0.3,1208,3506,0.62,1943,3944,0.74,1549,3470,1.14,2816,3749,0,0,0,0,1,6,0.67,0.0
1,6,0.62,1943,3944,0.74,1549,3470,1.14,2816,3749,1.28,2206,3666,0,0,0,0,1,6,2.95,0.72
1,6,0.74,1549,3470,1.14,2816,3749,1.28,2206,3666,1.78,2819,3695,0,0,0,0,2,5,2.95,1.395
2,5,1.14,2816,3749,1.28,2206,3666,1.78,2819,3695,2.06,2123,3916,0,0,0,1,5,2,1.835,2.041
5,2,1.14,2816,3749,1.78,2819,3695,2.06,2123,3916,2.11,1388,3995,0,0,0,3,5,2,2.755,3.01
5,2,1.14,2816,3749,1.78,2819,3695,2.06,2123,3916,2.75,2131,3522,0,0,0,2,2,5,3.333,3.01
2,5,1.14,2816,3749,1.78,2819,3695,2.75,2131,3522,2.91,1000,3581,0,0,0,3,2,5,4.2,3.8939999999999997
2,5,1.14,2816,3749,1.78,2819,3695,2.75,2131,3522,3.04,1014,3376,0,0,0,3,5,2,4.2,4.31
5,2,1.14,2816,3749,1.78,2819,3695,2.75,2131,3522,3.23,2121,3936,0,0,0,3,5,2,4.622,4.933999999999999
5,2,1.14,2816,3749,1.78,2819,3695,2.75,2131,3522,3.34,2793,3966,0,0,0,2,1,6,5.506,4.933999999999999
1,6,1.14,2816,3749,1.78,2819,3695,3.34,2793,3966,3.46,2167,3708,0,0,0,3,1,6,9.042,5.6739999999999995
1,6,1.14,2816,3749,1.78,2819,3695,3.34,2793,3966,3.67,2137,3827,0,0,0,3,2,5,9.042,6.425666666666666
2,5,1.14,2816,3749,1.78,2819,3695,3.34,2793,3966,3.91,2940,3507,0,0,0,2,2,5,7.358,7.315666666666666
2,5,1.14,2816,3749,1.78,2819,3695,3.91,2940,3507,4.09,2827,3458,0,0,0,0,6,1,7.358,8.479666666666667
6,1,1.78,2819,3695,3.91,2940,3507,4.09,2827,3458,4.22,1625,3518,0,0,0,3,6,1,8.336333333333332,13.135666666666665
6,1,1.78,2819,3695,3.91,2940,3507,4.09,2827,3458,4.64,1301,3327,0,0,0,3,6,1,8.901333333333332,13.135666666666665
6,1,1.78,2819,3695,3.91,2940,3507,4.09,2827,3458,4.71,2921,3609,0,0,0,0,6,1,9.352999999999998,13.135666666666665
6,1,3.91,2940,3507,4.09,2827,3458,4.71,2921,3609,4.83,1017,3930,0,0,0,3,6,1,10.331333333333331,13.135666666666665
6,1,3.91,2940,3507,4.09,2827,3458,4.71,2921,3609,5.05,2893,3807,0,0,0,3,5,2,10.684666666666665,13.135666666666665
5,2,3.91,2940,3507,4.09,2827,3458,4.71,2921,3609,5.24,1513,3408,0,0,0,3,2,5,11.890666666666664,11.7335
2,5,3.91,2940,3507,4.09,2827,3458,4.71,2921,3609,5.59,2303,3853,0,0,0,3,2,5,13.699666666666666,12.3635
2,5,3.91,2940,3507,4.09,2827,3458,4.71,2921,3609,6.05,1196,3202,0,0,0,3,2,5,13.699666666666666,13.3235
2,5,3.91,2940,3507,4.09,2827,3458,4.71,2921,3609,6.19,2281,3405,0,0,0,3,5,2,13.699666666666666,13.821499999999999
5,2,3.91,2940,3507,4.09,2827,3458,4.71,2921,3609,6.72,1075,3243,0,0,0,3,2,5,14.649666666666665,14.5685
2,5,3.91,2940,3507,4.09,2827,3458,4.71,2921,3609,6.83,1512,3645,0,0,0,3,2,5,16.074666666666666,15.0165
2,5,3.91,2940,3507,4.09,2827,3458,4.71,2921,3609,7.04,2998,3847,0,0,0,3,2,5,16.074666666666666,15.646500000000001
2,5,3.91,2940,3507,4.09,2827,3458,4.71,2921,3609,7.38,2787,2960,0,0,0,2,6,1,16.074666666666666,16.896500000000003
6,1,3.91,2940,3507,4.09,2827,3458,7.38,2787,2960,7.82,2922,3293,0,0,0,1,6,1,17.089666666666666,21.896500000000003
6,1,3.91,2940,3507,7.38,2787,2960,7.82,2922,3293,7.97,1698,3491,0,0,0,3,6,1,18.07133333333333,21.896500000000003
6,1,3.91,2940,3507,7.38,2787,2960,7.82,2922,3293,8.46,1677,3851,0,0,0,3,6,1,18.66133333333333,21.896500000000003
6,1,3.91,2940,3507,7.38,2787,2960,7.82,2922,3293,8.79,2304,3657,0,0,0,3,5,2,19.243,21.896500000000003
5,2,3.91,2940,3507,7.38,2787,2960,7.82,2922,3293,8.96,1661,3781,0,0,0,3,5,2,20.203,20.278916666666667
5,2,3.91,2940,3507,7.38,2787,2960,7.82,2922,3293,9.14,2072,3542,0,0,0,3,1,6,20.895,20.278916666666667
1,6,3.91,2940,3507,7.38,2787,2960,7.82,2922,3293,9.85,2254,3672,0,0,0,3,2,5,23.663,20.998916666666666
2,5,3.91,2940,3507,7.38,2787,2960,7.82,2922,3293,10.0,1440,3975,0,0,0,3,2,5,21.970958333333332,21.938916666666668
2,5,3.91,2940,3507,7.38,2787,2960,7.82,2922,3293,10.08,1947,2821,0,0,0,3,6,1,21.970958333333332,22.53891666666667
6,1,3.91,2940,3507,7.38,2787,2960,7.82,2922,3293,10.24,2271,4173,0,0,0,3,5,2,22.647624999999998,24.938916666666668
5,2,3.91,2940,3507,7.38,2787,2960,7.82,2922,3293,10.41,1004,3361,0,0,0,3,2,5,23.593625,23.4549375
2,5,3.91,2940,3507,7.38,2787,2960,7.82,2922,3293,10.61,2465,3396,0,0,0,3,2,5,25.012625,23.8729375
2,5,3.91,2940,3507,7.38,2787,2960,7.82,2922,3293,10.94,1097,3658,0,0,0,3,2,5,25.012625,24.900937499999998
2,5,3.91,2940,3507,7.38,2787,2960,7.82,2922,3293,11.01,2905,4033,0,0,0,3,5,2,25.012625,25.358937499999996
5,2,3.91,2940,3507,7.38,2787,2960,7.82,2922,3293,11.12,2126,3571,0,0,0,3,2,5,26.222625,26.045937499999997
2,5,3.91,2940,3507,7.38,2787,2960,7.82,2922,3293,11.28,1385,3596,0,0,0,3,2,5,28.037625,26.931937499999997
2,5,3.91,2940,3507,7.38,2787,2960,7.82,2922,3293,11.79,1357,3932,0,0,0,3,2,5,28.037625,27.509937499999996
2,5,3.91,2940,3507,7.38,2787,2960,7.82,2922,3293,12.07,1685,3599,0,0,0,3,5,2,28.037625,28.075937499999995
5,2,3.91,2940,3507,7.38,2787,2960,7.82,2922,3293,12.32,1851,3223,0,0,0,3,5,2,28.739624999999997,28.924937499999995
5,2,3.91,2940,3507,7.38,2787,2960,7.82,2922,3293,0.0,0,0,0,0,0,0,1,6,29.511624999999995,28.924937499999995
1,6,7.38,2787,2960,7.82,2922,3293,0.0,0,0,0.0,0,0,0,0,0,1,1,6,32.599624999999996,29.944937499999995
1,6,7.38,2787,2960,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,6,32.599624999999996,30.959937499999995
0,0,0.49,1744,3338,0.84,1970,3789,1.05,1185,3574,1.31,2312,3947,0,0,0,0,5,2,0.0,0.0
5,2,0.84,1970,3789,1.05,1185,3574,1.31,2312,3947,1.57,2269,3537,0,0,0,0,1,6,1.216,0.0
1,6,1.05,1185,3574,1.31,2312,3947,1.57,2269,3537,1.67,1687,3390,0,0,0,0,1,6,4.12,1.5233333333333332
1,6,1.31,2312,3947,1.57,2269,3537,1.67,1687,3390,2.11,1503,4018,0,0,0,2,1,6,4.12,1.9349999999999998
1,6,1.31,2312,3947,1.57,2269,3537,2.11,1503,4018,2.38,1333,3629,0,0,0,2,2,5,4.12,2.5199999999999996
2,5,1.31,2312,3947,1.57,2269,3537,2.38,1333,3629,2.62,1009,3723,0,0,0,3,5,2,3.0275,3.1459999999999995
5,2,1.31,2312,3947,1.57,2269,3537,2.38,1333,3629,2.88,2749,3596,0,0,0,2,5,2,3.4475,4.084999999999999
5,2,1.31,2312,3947,1.57,2269,3537,2.88,2749,3596,3.02,2447,3374,0,0,0,0,5,2,4.0035,4.084999999999999
5,2,1.57,2269,3537,2.88,2749,3596,3.02,2447,3374,3.12,2601,3486,0,0,0,0,1,6,4.9675,4.084999999999999
1,6,2.88,2749,3596,3.02,2447,3374,3.12,2601,3486,3.39,1871,3276,0,0,0,3,1,6,8.8235,4.873333333333332
1,6,2.88,2749,3596,3.02,2447,3374,3.12,2601,3486,4.19,2066,3761,0,0,0,3,1,6,8.8235,5.5233333333333325
1,6,2.88,2749,3596,3.02,2447,3374,3.12,2601,3486,4.28,1797,3837,0,0,0,3,1,6,8.8235,6.239999999999999
1,6,2.88,2749,3596,3.02,2447,3374,3.12,2601,3486,4.8,2706,4230,0,0,0,3,2,5,8.8235,6.863333333333332
2,5,2.88,2749,3596,3.02,2447,3374,3.12,2601,3486,5.1,1777,4220,0,0,0,3,5,2,7.53175,7.9913333333333325
5,2,2.88,2749,3596,3.02,2447,3374,3.12,2601,3486,5.2,2775,3772,0,0,0,1,6,1,8.271749999999999,9.683333333333332
6,1,2.88,2749,3596,3.12,2601,3486,5.2,2775,3772,5.99,1190,3847,0,0,0,3,6,1,9.121749999999999,11.834916666666665
6,1,2.88,2749,3596,3.12,2601,3486,5.2,2775,3772,6.55,2212,3520,0,0,0,3,5,2,9.535083333333333,11.834916666666665
5,2,2.88,2749,3596,3.12,2601,3486,5.2,2775,3772,6.79,2735,3714,0,0,0,2,5,2,10.457083333333333,10.478333333333332
5,2,2.88,2749,3596,3.12,2601,3486,6.79,2735,3714,6.89,2884,3649,0,0,0,2,1,6,11.613083333333334,10.478333333333332
1,6,2.88,2749,3596,3.12,2601,3486,6.89,2884,3649,7.47,1421,3765,0,0,0,3,1,6,16.237083333333334,11.428333333333331
1,6,2.88,2749,3596,3.12,2601,3486,6.89,2884,3649,7.64,1020,3511,0,0,0,3,1,6,16.237083333333334,11.921666666666665
1,6,2.88,2749,3596,3.12,2601,3486,6.89,2884,3649,7.93,2860,3200,0,0,0,1,1,6,16.237083333333334,12.274999999999999
1,6,2.88,2749,3596,6.89,2884,3649,7.93,2860,3200,8.09,1320,3615,0,0,0,3,1,6,16.237083333333334,13.178333333333331
1,6,2.88,2749,3596,6.89,2884,3649,7.93,2860,3200,8.43,2979,3878,0,0,0,0,2,5,16.237083333333334,13.636666666666665
2,5,6.89,2884,3649,7.93,2860,3200,8.43,2979,3878,8.53,1911,3623,0,0,0,3,5,2,14.707708333333333,14.782666666666666
5,2,6.89,2884,3649,7.93,2860,3200,8.43,2979,3878,8.73,2365,3776,0,0,0,3,5,2,15.503708333333332,16.501666666666665
5,2,6.89,2884,3649,7.93,2860,3200,8.43,2979,3878,8.99,2459,3630,0,0,0,3,5,2,16.489708333333333,16.501666666666665
5,2,6.89,2884,3649,7.93,2860,3200,8.43,2979,3878,9.45,2464,3251,0,0,0,3,1,6,17.513708333333334,16.501666666666665
1,6,6.89,2884,3649,7.93,2860,3200,8.43,2979,3878,9.6,1512,3534,0,0,0,3,1,6,21.609708333333334,17.356666666666666
1,6,6.89,2884,3649,7.93,2860,3200,8.43,2979,3878,9.83,1297,3198,0,0,0,3,1,6,21.609708333333334,17.881666666666664
1,6,6.89,2884,3649,7.93,2860,3200,8.43,2979,3878,9.98,2099,4278,0,0,0,3,1,6,21.609708333333334,18.331666666666663
1,6,6.89,2884,3649,7.93,2860,3200,8.43,2979,3878,10.16,1182,3197,0,0,0,3,1,6,21.609708333333334,19.059999999999995
1,6,6.89,2884,3649,7.93,2860,3200,8.43,2979,3878,10.88,2895,4096,0,0,0,3,2,5,21.609708333333334,19.469999999999995
2,5,6.89,2884,3649,7.93,2860,3200,8.43,2979,3878,11.1,1127,3624,0,0,0,3,5,2,20.334854166666663,20.675999999999995
5,2,6.89,2884,3649,7.93,2860,3200,8.43,2979,3878,11.3,1397,4115,0,0,0,3,6,1,20.80485416666666,22.484999999999996
6,1,6.89,2884,3649,7.93,2860,3200,8.43,2979,3878,11.84,2870,3711,0,0,0,2,6,1,21.28985416666666,24.63514583333333
6,1,6.89,2884,3649,7.93,2860,3200,11.84,2870,3711,12.36,3000,3819,0,0,0,2,5,2,22.32485416666666,24.63514583333333
5,2,6.89,2884,3649,7.93,2860,3200,12.36,3000,3819,12.94,2243,3463,0,0,0,3,1,6,23.520854166666663,22.962499999999995
1,6,6.89,2884,3649,7.93,2860,3200,12.36,3000,3819,13.09,2652,4068,0,0,0,3,1,6,28.30485416666666,23.740833333333327
1,6,6.89,2884,3649,7.93,2860,3200,12.36,3000,3819,13.31,2115,3134,0,0,0,3,1,6,28.30485416666666,24.66083333333333
1,6,6.89,2884,3649,7.93,2860,3200,12.36,3000,3819,13.4,1820,3130,0,0,0,3,1,6,28.30485416666666,25.39583333333333
1,6,6.89,2884,3649,7.93,2860,3200,12.36,3000,3819,13.53,2099,4060,0,0,0,3,2,5,28.30485416666666,26.027499999999996
2,5,6.89,2884,3649,7.93,2860,3200,12.36,3000,3819,14.11,2031,4249,0,0,0,3,5,2,26.850343749999993,26.901499999999995
5,2,6.89,2884,3649,7.93,2860,3200,12.36,3000,3819,14.45,2380,3513,0,0,0,3,5,2,27.696343749999993,28.212499999999995
5,2,6.89,2884,3649,7.93,2860,3200,12.36,3000,3819,14.61,1792,3733,0,0,0,3,2,5,28.688343749999994,28.212499999999995
2,5,6.89,2884,3649,7.93,2860,3200,12.36,3000,3819,14.83,1010,3573,0,0,0,3,1,6,30.176343749999994,28.958499999999994
1,6,6.89,2884,3649,7.93,2860,3200,12.36,3000,3819,14.96,2074,3446,0,0,0,3,1,6,32.14018749999999,29.308499999999995
1,6,6.89,2884,3649,7.93,2860,3200,12.36,3000,3819,0.0,0,0,0,0,0,2,1,6,32.14018749999999,30.028499999999994
1,6,6.89,2884,3649,7.93,2860,3200,0.0,0,0,0.0,0,0,0,0,0,0,1,6,32.14018749999999,31.070166666666662
1,6,7.93,2860,3200,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,6,32.14018749999999,32.07183333333333
0,0,0.16,2826,3616,0.64,2960,3451,0.88,2204,3635,1.11,1523,3800,0,0,0,0,5,2,0.0,0.0
5,2,0.64,2960,3451,0.88,2204,3635,1.11,1523,3800,1.45,2146,3389,0,0,0,0,1,6,1.3379999999999999,0.0
1,6,0.88,2204,3635,1.11,1523,3800,1.45,2146,3389,1.52,1847,3438,0,0,0,1,1,6,6.05,1.6683333333333334
1,6,0.88,2204,3635,1.45,2146,3389,1.52,1847,3438,1.82,2866,3826,0,0,0,2,1,6,6.049999999999999,2.1966666666666668
1,6,0.88,2204,3635,1.45,2146,3389,1.82,2866,3826,2.15,1545,3524,0,0,0,3,1,6,6.049999999999999,2.8383333333333334
1,6,0.88,2204,3635,1.45,2146,3389,1.82,2866,3826,2.55,2466,3903,0,0,0,0,1,6,6.049999999999999,3.375
1,6,1.45,2146,3389,1.82,2866,3826,2.55,2466,3903,2.89,2612,3441,0,0,0,2,2,5,6.049999999999999,4.14
2,5,1.45,2146,3389,1.82,2866,3826,2.89,2612,3441,3.08,2000,3795,0,0,0,3,5,2,4.7124999999999995,5.167999999999999
